Complexity,Loss,Equation
1,429.99414,"11.978084"
3,172.14595,"Temp_Limit * 4.734076"
4,147.4813,"exp(Temp_Limit / 2.141781)"
5,137.21933,"(Temp_Limit * 6.4849806) - 9.478064"
6,120.25235,"(log(Clim_Sens) - Temp_Limit) / -0.15443337"
7,102.7262,"(Clim_Sens * -4.048569) - (Temp_Limit / -0.14160596)"
8,87.446556,"(Delay * sin(Clim_Sens)) - (Temp_Limit / -0.19425975)"
9,52.654438,"29.697859 * log((Temp_Limit + sin(Clim_Sens)) / 1.6243323)"
10,40.364784,"((Delay * sin(Clim_Sens)) + -10.519585) - (Temp_Limit / -0.15123746)"
11,28.969902,"((log(Temp_Limit) * 27.629023) + (sin(Clim_Sens) * Delay)) - 14.9370165"
12,26.84084,"(log(log(Temp_Limit)) * 30.341625) + ((sin(Clim_Sens) * Delay) - -18.629358)"
13,24.641165,"((log(Temp_Limit + -1.0130342) * 18.273106) + (Delay * sin(Clim_Sens))) - -6.310504"
14,18.82688,"((Delay * (sin(Clim_Sens) - 0.47131178)) - -23.958622) + (log(log(Temp_Limit)) * 25.144644)"
15,17.95864,"(((log(Temp_Limit) * 90.13892) + (Delay * sin(Clim_Sens))) - (Temp_Limit * 18.22352)) - Delay"
17,17.230164,"(log(Temp_Limit) * 89.8343) + (((sin(Clim_Sens) * (Delay - -1.5517198)) - (Temp_Limit * 18.154293)) - Delay)"
19,16.917408,"((((sin(Clim_Sens) * (Delay - -1.549945)) + (log(Temp_Limit) * 96.47099)) - (Temp_Limit * 19.663809)) - 1.4609195) - Delay"
21,16.26601,"((log(log(Temp_Limit)) * (28.82414 - (exp(Delay / Temp_Limit) * -8.0193415e-5))) - -20.611586) + (sin(Clim_Sens) * (Delay + 1.5901004))"
22,16.042974,"(((28.823484 - (-8.011866e-5 * exp(Delay / Temp_Limit))) * log(log(Temp_Limit))) - -20.301966) + (sin(Clim_Sens) * (sin(Clim_Sens) + Delay))"
24,15.214209,"(((28.823484 - (exp(Delay / Temp_Limit) * -8.011866e-5)) * log(log(Temp_Limit))) - -20.301966) + (sin(Clim_Sens) * (sin(Clim_Sens) + (Delay + 1.6511858)))"
26,15.202564,"(((log(log(Temp_Limit)) * (28.690754 - (exp(Delay / Temp_Limit) * -7.9673286e-5))) - -20.195633) + (sin(Clim_Sens) * (Delay + (sin(Clim_Sens) + 1.5768307)))) * 1.0066829"
27,14.427733,"(sin(Clim_Sens) * (((sin(Clim_Sens) + Delay) + 1.6511858) + sin(Clim_Sens))) + (((28.823484 - (exp(Delay / Temp_Limit) * -8.011866e-5)) * log(log(Temp_Limit))) - -20.301966)"
